F         RC        PS
         2       5.5     0.050
         2       5.5     0.050
         2       5.5     0.060
         1       5.5     0.060
         2       5.5     0.060
         1       5.5     0.070
         2       5.5     0.070
         1       5.6     0.020
         1       5.6     0.030
         1       5.6     0.030
         2       5.6     0.030
         2       5.6     0.030
         2       5.6     0.030
         1       5.6     0.030
         1       5.6     0.030
         1       5.6     0.030
         2       5.6     0.030
         2       5.6     0.030
         2       5.6     0.030
         2       5.6     0.030
         1       5.6     0.030
         2       5.6     0.030
         2       5.6     0.030
         1       5.6     0.030
         1       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         2       5.6     0.040
         2       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         2       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         2       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         2       5.6     0.040
         2       5.6     0.040
         2       5.6     0.040
         2       5.6     0.040
         2       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         1       5.6     0.040
         2       5.6     0.040
         2       5.6     0.040
         2       5.6     0.040
         2       5.6     0.040
         1       5.6     0.050
         1       5.6     0.050
         2       5.6     0.050
         2       5.6     0.050
         2       5.6     0.050
         2       5.6     0.050
         2       5.6     0.050
         2       5.6     0.050
         2       5.6     0.050
         1       5.6     0.050
         1       5.6     0.050
         1       5.6     0.050
         1       5.6     0.050
         2       5.6     0.050
         1       5.6     0.050
         1       5.6     0.050
         2       5.6     0.050
         1       5.6     0.050
         1       5.6     0.050
         1       5.6     0.050
         1       5.6     0.050
         1       5.6     0.050
         1       5.6     0.050
         2       5.6     0.050
         2       5.6     0.050
         1       5.6     0.060
         1       5.6     0.060
         1       5.6     0.060
         2       5.6     0.060
         2       5.6     0.060
         1       5.6     0.060
         2       5.6     0.060
         1       5.6     0.070
         2       5.6     0.070
         1       5.7     0.020
         2       5.7     0.030
         1       5.7     0.030
         1       5.7     0.030
         1       5.7     0.030
         1       5.7     0.030
         2       5.7     0.030
         1       5.7     0.030
         1       5.7     0.030
         1       5.7     0.030
         1       5.7     0.030
         2       5.7     0.030
         1       5.7     0.030
         1       5.7     0.030
         1       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         2       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
         1       5.7     0.040
